ChangeReportConverter 1.0.0.0 Copyright © KEBA 2012
Fileformat Version: 1
Versions: project:KePlast.IEC_01.38@\Kemro_Applications ---> project:KePlast.IEC_01.36@\Kemro_Applications
File creation time: 2019/2/19 14:48:06
User: LANGROUP\yanghl

managerconfig\ieccontrol.cfg;CR_0054393 --> CR_0053110: Integration of CP05x in KePlast;CR_0055080: increase eventQueueSize;
managerconfig\services.cfg;CR_0055471: Bootvisu closes within 3 sec if no user action exectuded on a flash with no application;CR_0054393 --> CR_0053110: Integration of CP05x in KePlast;CR_0054631: bootmenu is closed automatically;CR_0052839: new machine sequencer / ODC;
managerconfig\system.cfg;CR_0054491: Configure entry [System] stopclass3 for KePlast projects by default thus;
managerconfig\ms.cfg;CR_0053818: Export PDP/SPC to USB stick;
IMM\Device1\AddFilesForExecutableSystem\appldisk\systemsettings\AAd.dat;CR_0053668 --> CR_0043531: Too many users in KVS;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\ms_config\MsParam_PDP1_SPC_PRE.cfg;CR_0042837: PDP: strings in PDP mask should be possible;
IMM\ieccontrol\system\FCreateIECVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\system\ABUsbEvent.pu;CR_0052456: Enhance machine lock function;
IMM\ieccontrol\system\ABInfoLog.pu;CR_0048189: More information is required in the Infolog;
IMM\ieccontrol\system\infolog.sm;CR_0048189: More information is required in the Infolog;
IMM\ieccontrol\system\ABEnergy.pu;CR_0053729 --> CR_0053322: Error in energy cylce chart: sometimes the motor power is greater than the total power;
IMM\ieccontrol\system\energy.sv;CR_0053668 --> CR_0043531: Too many users in KVS;CR_0053729 --> CR_0053322: Error in energy cylce chart: sometimes the motor power is greater than the total power;CR_0052170 --> CR_0052171: chart masks for speedpump application: drivetemperature, energyconsumption and PQ chart;
IMM\ieccontrol\system\protected.sv;CR_0055021: Improve error handling when erMultipleDeviceReg occurs during startup;
IMM\ieccontrol\system\system.at;CR_0053668 --> CR_0043531: Too many users in KVS;CR_0043584: ICM: Injection Compersion Moulding function;CR_0052839: new machine sequencer / ODC;CR_0052506: KVB actual value panel;CR_0055454 --> 0052985: Override core and ejector safety via digital input;CR_xxxxxxx;
IMM\ieccontrol\system\system.fu;CR_0052456: Enhance machine lock function;CR_0048189: More information is required in the Infolog;
IMM\ieccontrol\system\SystemVariables.sv;CR_0053668 --> CR_0043531: Too many users in KVS;CR_0052839: new machine sequencer / ODC;CR_0054526: Problems with bParallelToMold and bParallelToCore detection;CR_0052456: Enhance machine lock function;CR_0053212: KVB HMI Redesign;CR_0054422 --> CR_0052457: multiple machine data for initial setup;CR_0054654: RPM Calib overshoots max system pressure;CR_0055021: Improve error handling when erMultipleDeviceReg occurs during startup;CR_0055454 --> 0052985: Override core and ejector safety via digital input;CR_0052170 --> CR_0052171: chart masks for speedpump application: drivetemperature, energyconsumption and PQ chart;
IMM\ieccontrol\system\FPlausMaxSysPressure.pu;CR_0054654: RPM Calib overshoots max system pressure;
IMM\ieccontrol\system\FPlausMaxInjectPressure.pu;CR_0054654: RPM Calib overshoots max system pressure;
IMM\ieccontrol\system\Units.at;CR_0053911: KVB: Show ramp duration for start, stop and mid ramp in HMI;CR_0052170 --> CR_0052171: chart masks for speedpump application: drivetemperature, energyconsumption and PQ chart;
IMM\ieccontrol\system\TransducerCalib.sv;CR_0053668 --> CR_0043531: Too many users in KVS;
IMM\ieccontrol\system\UserLevels.tu;CR_0053668 --> CR_0043531: Too many users in KVS;
IMM\ieccontrol\system\CommonTypes.tu;CR_0043584: ICM: Injection Compersion Moulding function;
IMM\ieccontrol\system\ThermoWireParameters.sv;CR_0053668 --> CR_0043531: Too many users in KVS;CR_0053245: Floating point error when enabling thermo wire compensation with diameter/cross section of 0.0;
IMM\ieccontrol\system\hmi\images\iconHeatingOff.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconHeatingOn.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconMoldHeatingOff.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconMoldHeatingOn.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconLubricationOff.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconLubricationOn.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconMotorOn.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\iconMotorOff.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\modeFullAuto.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\modeHalfAuto.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\modeManual.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\images\modeSetup.gif;CR_0053212: KVB HMI Redesign;
IMM\ieccontrol\system\hmi\text\systemtx.properties;CR_0043584: ICM: Injection Compersion Moulding function;CR_0040219: if Clamp Pressure Sensor is euqipped MoldHeightAdj should support Closed Loop;CR_0052839: new machine sequencer / ODC;
IMM\ieccontrol\system\hmi\text\systemtx_de.properties;CR_0052839: new machine sequencer / ODC;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx_en.properties;CR_0043584: ICM: Injection Compersion Moulding function;CR_0040219: if Clamp Pressure Sensor is euqipped MoldHeightAdj should support Closed Loop;CR_0052839: new machine sequencer / ODC;
IMM\ieccontrol\system\hmi\text\systemtx_zh.properties;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx_zh_TW.properties;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx.att;CR_xxxxxxx;
