ChangeReportConverter 1.0.0.0 Copyright © KEBA 2012
Fileformat Version: 1
Versions: project:KePlast.IEC_01.42@\Kemro_Applications ---> project:KePlast.IEC_01.41@\Kemro_Applications
File creation time: 2019/2/19 14:48:06
User: LANGROUP\yanghl

IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\machinedata\machinedata.xml;CR_0048437: Servo Valve calibration should be initialized with plausible values;
IMM\ieccontrol\system\FCreateIECVersion.pu;CR_xxxxxxx;CR_0066223: generate a system for HT120 testmachine in dailysystembuild;CR_0067795: both the DI:0 and the VI:0 which is physically the same I/O pin have assignments of different systemvariables;
IMM\ieccontrol\system\ABEnergy.pu;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
IMM\ieccontrol\system\energy.sv;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
IMM\ieccontrol\system\protected.sv;CR_0063912: Hardware comparator functionality for CP03x and CP05x in KePlast branch software;
IMM\ieccontrol\system\SystemVariables.sv;CR_0064778: MultiPump: Possibility to have different set values for the requsted pumps;CR_0062740: Ejector hold mode: It should be possible to start half auto cycle even the ejector is bwd;
IMM\ieccontrol\system\hmi\text\systemtx.properties;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;CR_0066801: Some move IDs lost the translate;
IMM\ieccontrol\system\hmi\text\systemtx_de.properties;CR_xxxxxxx;CR_0066801: Some move IDs lost the translate;
IMM\ieccontrol\system\hmi\text\systemtx_en.properties;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;CR_xxxxxxx;CR_0066801: Some move IDs lost the translate;
IMM\ieccontrol\system\hmi\text\systemtx_zh.properties;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx_zh_TW.properties;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx_ko.properties;CR_xxxxxxx;
IMM\ieccontrol\system\hmi\text\systemtx.att;CR_xxxxxxx;CR_0066801: Some move IDs lost the translate;
IMM\ieccontrol\GlobalBaseArchives\ABAnalogOutput.pu;CR_0066856: Reduce code runtime and active time;
IMM\ieccontrol\GlobalBaseArchives\ABEndPosMon.pu;CR_0057783: order of movement relevant IEC - blocks not fixed;
IMM\ieccontrol\GlobalBaseArchives\ABMeasureAI.pu;CR_0063650: Velocity at measurement with low speed drops to zero multi times;CR_0053079: ABMeasureAI Measures velocity different if idle;
IMM\ieccontrol\GlobalBaseArchives\ABOutputRequest.pu;CR_0064778: MultiPump: Possibility to have different set values for the requsted pumps;
IMM\ieccontrol\GlobalBaseArchives\ABTargetPosMon.pu;CR_0057783: order of movement relevant IEC - blocks not fixed;
IMM\ieccontrol\GlobalBaseArchives\AnalogTypes.tu;CR_0066856: Reduce code runtime and active time;
IMM\ieccontrol\GlobalBaseArchives\Components.tu;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
IMM\ieccontrol\GlobalBaseArchives\ABMeasureAnalog.pu;CR_0063650: Velocity at measurement with low speed drops to zero multi times;CR_0053079: ABMeasureAI Measures velocity different if idle;
IMM\ieccontrol\GlobalBaseArchives\SystemEvents.tu;CR_0064778: MultiPump: Possibility to have different set values for the requsted pumps;CR_0062740: Ejector hold mode: It should be possible to start half auto cycle even the ejector is bwd;
IMM\ieccontrol\GlobalBaseArchives\ioparam.tu;CR_0067559: Flex IO cyclically writes to the CF;
IMM\ieccontrol\GlobalBaseArchives\ABMeasureVI.pu;CR_0067701: RPM: speed of rotation is not updated for long time with low reference value using VI;
IMM\ieccontrol\GlobalBaseArchives\FCreateIECBaseVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\ODC1\ABODC.pu;CR_0062740: Ejector hold mode: It should be possible to start half auto cycle even the ejector is bwd;
IMM\ieccontrol\ODC1\ABODCCheckDependencies.pu;CR_0066473: Allow more than two safety relevant instanceable movements per function unit;
IMM\ieccontrol\ODC1\ABODCMovements.pu;CR_0067114 --> CR_0053412: Movement times are not updated in the PDP if the device is switched off;CR_0066473: Allow more than two safety relevant instanceable movements per function unit;
IMM\ieccontrol\ODC1\ODCTypes.tu;CR_0066473: Allow more than two safety relevant instanceable movements per function unit;
IMM\ieccontrol\ODC1\FBAddDependency.pu;CR_0066473: Allow more than two safety relevant instanceable movements per function unit;
IMM\ieccontrol\ODC1\FCreateODCVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\OutputCoordination1\ABCoordination.pu;CR_0064778: MultiPump: Possibility to have different set values for the requsted pumps;CR_0066856: Reduce code runtime and active time;
IMM\ieccontrol\PDP1\ABInjectGraph.pu;CR_0065556: Velocity measurement unstable;
IMM\ieccontrol\PDP1\ABRecorderCharts.pu;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
IMM\ieccontrol\PDP1\ABRecorderEnergyCycle.pu;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
IMM\ieccontrol\MoldHeightAdjust1\ABMeasure.pu;CR_0057783: order of movement relevant IEC - blocks not fixed;
IMM\ieccontrol\MoldHeightAdjust1\ABMoldHeightAutoAdmin.pu;CR_0066856: Reduce code runtime and active time;
IMM\ieccontrol\simulation\ABEnergyMeterSimu.pu;CR_0049547: Integration of a ModBus Energymeter in KePlast branch software;
