ChangeReportConverter 1.0.0.0 Copyright © KEBA 2012
Fileformat Version: 1
Versions: project:KePlast.IEC_01.50@\Kemro_Applications ---> project:KePlast.IEC_01.42a@\Kemro_Applications
File creation time: 2019/2/19 14:48:06
User: LANGROUP\yanghl

IMM\ieccontrol\ieccontrol.prj;CR_0064810: Build and deploy KePlast IEC library for online change IRT;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\ieccontrol.cfg;CR_0052755: KePlast: deactivate IRT traceWord;
managerconfig\services.cfg;CR_0062186: KePlast.IEC: Absolute path definitions;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\system.cfg;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\uostrace.cfg;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\Device1\bootvis.cfg;CR_0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\Device2\bootvis.cfg;CR_0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;
managerconfig\starep.cfg;CR_0062186: KePlast.IEC: Absolute path definitions;CR_0067715: NOK messages in StarepLog.txt;CR_0067192: Change structure within "AddFilesForExecutableSystem";
managerconfig\repsys.cfg;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;CR_0067192: Change structure within "AddFilesForExecutableSystem";
managerconfig\Device1\softwareoptions\SoftwareOptionsLinux.xml;CR_0068913 --> CR_0068754: Select software packages for Create Target/Simulation via AppCo plugin;CR_0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;CR_0064566 --> 0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;CR_0072962: KePlast: deactivate "Print support" by default;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;CR_0068255: Patch Application;
managerconfig\Device2\softwareoptions\SoftwareOptionsLinux.xml;CR_0064566 --> 0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;CR_0068737: Create and integrate new systems i8015 and i8021 in KePlast branch software;
managerconfig\general.cfg;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;CR_0069070: downsize pre-allocated memory pools on i1000 system;
managerconfig\ms.cfg;CR_0069304: unacceptable compact flash lifetime on i2000 / i5000 systems in combination with EasyNet;
IMM\Device1\AddFilesForExecutableSystem\masterdisk\system\config\setup\other.cfg;CR_0064598: Adapt exception � handling for online change IEC;CR_0064566: Create and integrate new systems i2980 and i2985 in KePlast branch software;CR_0069070: downsize pre-allocated memory pools on i1000 system;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\machinedata\machinedata.xml;CR_0071362: Unnecessary VG_MachineData and �retain� attribute for sv_ToggleLeverLinabDerive;CR_0069701: KePlast: use smaller lintabs to save memory;CR_0068518: performance optimizations in KePlast.IEC and plastlib;CR_0068521: Remove predictive pressure limit controller from KePlast.IEC;
