ChangeReportConverter 1.0.0.0 Copyright © KEBA 2012
Fileformat Version: 1
Versions: project:KePlast.IEC_01.41@\Kemro_Applications ---> project:KePlast.IEC_01.40b@\Kemro_Applications
File creation time: 2019/2/19 14:48:06
User: LANGROUP\yanghl

managerconfig\ieccontrol.cfg;CR_0060280: Exception Handling of PLC;
managerconfig\services.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
managerconfig\system.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
managerconfig\general.cfg;CR_0063216: KePlast: configuration of UOS systemTraceEventMask and systemTraceBufferSize not visible in KeStudio;
managerconfig\ms.cfg;CR_0062959 --> CR_0063213 --> CR_0062858 --> CR_0062861 --> CR_0062862 --> CR_0061237 --> CR_0062901 --> CR_0062902 --> CR_0062413 --> CR_0062398 --> CR_0061191 --> CR_0061560: Corrupt files on Flashcard stop controller bootup;CR_0064821: KVS Inject Graph: reference and limit curves are lost after restart;
IMM\Device1\AddFilesForExecutableSystem\masterdisk\system\config\setup\other.cfg;CR_0065240: Remove include of debug.cfg;CR_0063216: KePlast: configuration of UOS systemTraceEventMask and systemTraceBufferSize not visible in KeStudio;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\ejector.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\injection.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\mold.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\pump.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\heatingmold_01-08.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\heatingmold_09-16.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\heatingmold_17-24.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\Device1\AddFilesForExecutableSystem\workspace\workspace\data\scope\heatingnozzle.cfg;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\system\FCreateIECVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\system\ABUsbEvent.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\system\SystemVariables.sv;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\ABUpdateRelLintabVel.pu;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\ABUpdateRelLintabVelInject.pu;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\SystemEvents.tu;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\SystemTypes.tu;CR_0065295: Plastlib should support 144 heating zones;
IMM\ieccontrol\GlobalBaseArchives\FCreateIECBaseVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\GlobalBaseArchives\AutoIdentTypes.tu;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\ABAutoIdentRedoListener.pu;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\ABStepOutput.pu;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\FScaleAndFloor.pu;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\GlobalBaseArchives\FBOpModeHalfAndAutoEntered.pu;CR_0062959 --> CR_0063213 --> CR_0062858 --> CR_0062861 --> CR_0062862 --> CR_0061237 --> CR_0062901 --> CR_0062902 --> CR_0062413 --> CR_0062398 --> CR_0061191 --> CR_0061560: Corrupt files on Flashcard stop controller bootup;
IMM\ieccontrol\GlobalBaseArchives\FBOpModeHalfAndAutoLeft.pu;CR_0062959 --> CR_0063213 --> CR_0062858 --> CR_0062861 --> CR_0062862 --> CR_0061237 --> CR_0062901 --> CR_0062902 --> CR_0062413 --> CR_0062398 --> CR_0061191 --> CR_0061560: Corrupt files on Flashcard stop controller bootup;
IMM\ieccontrol\ODC1\FCreateODCVersion.pu;CR_xxxxxxx;
IMM\ieccontrol\PDP1\ABPDP.pu;CR_0062959 --> CR_0063213 --> CR_0062858 --> CR_0062861 --> CR_0062862 --> CR_0061237 --> CR_0062901 --> CR_0062902 --> CR_0062413 --> CR_0062398 --> CR_0061191 --> CR_0061560: Corrupt files on Flashcard stop controller bootup;
IMM\ieccontrol\PDP1\ABInjectGraph.pu;CR_0064821: KVS Inject Graph: reference and limit curves are lost after restart;
IMM\ieccontrol\simulation\ABTempSimu.pu;CR_0065295: Plastlib should support 144 heating zones;
IMM\ieccontrol\simulation\ABMldSimu.pu;CR_0064450: KePlast: Cyclic call of KCAT_GetHandleFromEPName;
IMM\ieccontrol\simulation\ABMoldTempSimu.pu;CR_0065295: Plastlib should support 144 heating zones;
IMM\ieccontrol\EasyNet\ABEasyNetPDP.pu;CR_0062959 --> CR_0063213 --> CR_0062858 --> CR_0062861 --> CR_0062862 --> CR_0061237 --> CR_0062901 --> CR_0062902 --> CR_0062413 --> CR_0062398 --> CR_0061191 --> CR_0061560: Corrupt files on Flashcard stop controller bootup;
IMM\ieccontrol\Scope\Scope.fu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\Scope.at;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\Scope.ini;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\Scope.sc;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\Scope.sv;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\Scope.tu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\ABScopeConfig.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\ABScopeExport.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\ABScope.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\ABScopeTrigger.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\ABScopeLoader.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\FAddVarToScope.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\FGetSysVarFromName.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\FBTimeStamp.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\trigger_off.gif;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\trigger_waiting.gif;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\trigger_triggered.gif;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\scope_ready.gif;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\scope_rec.gif;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Scope\hmi\images\scope_save.gif;CR_0056331: KePlast: Simple scope measurement on machines;
managerconfig\cycleTimeOnboard.cfg;CR_0065302: KePlast i288x: iosystem cycle times must be configured;
IMM\ieccontrol\PumpGeneral\ABPumpControl.pu;CR_0065296: Measuring of system pressure doesn't set variable of system pressure in some cases.;
IMM\ieccontrol\PumpGeneral\ABPumpOutput.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\PumpGeneral\ABSpeedPumpOutput.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\PumpGeneral\ABPumpVelocityCalibCycle.pu;CR_0050043 --> CR_0037108: KePlast.IEC: Pump velocity calibration gets stuck;
IMM\ieccontrol\Mold1\ABMeasure.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Mold1\MoldVariables.sv;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\Mold1\AutoIdent.sv;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\Ejector1\ABMeasure.pu;CR_0056331: KePlast: Simple scope measurement on machines;
IMM\ieccontrol\Ejector1\EjectorVars.sv;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
IMM\ieccontrol\Ejector1\AutoIdent.sv;CR_0054251 --> CR_0052102: autocalib for min output;CR_0052458 --> CR_0042271: detection of max-velocity during pump-flow-calib;
